ID_AGENCY;Agency Name;Agency Type
AGG_000709;Daytona Beach;Municipal Police
AGG_000710;Deland;Municipal Police
AGG_000711;Ormond Beach;Municipal Police
AGG_000712;Holly Hill;Municipal Police
AGG_000713;Port Orange;Municipal Police
AGG_000714;Walton County;Sheriff
AGG_000715;Washington County;Sheriff
AGG_000716;Baldwin;Sheriff
AGG_000717;Milledgeville;Municipal Police
AGG_000718;Barrow;Sheriff
AGG_000719;Winder;Municipal Police
AGG_000720;Cartersville;Municipal Police
AGG_000721;Fitzgerald;Municipal Police
AGG_000722;Berrien;Sheriff
AGG_000723;Bibb;Sheriff
AGG_000724;Macon;Municipal Police
AGG_000725;Brooks;Sheriff
AGG_000726;Statesboro;Municipal Police
AGG_000727;Brooklet;Municipal Police
AGG_000728;Waynesboro;Municipal Police
AGG_000729;Kingsland;Municipal Police
AGG_000730;Metter;Municipal Police
AGG_000731;Carroll;Sheriff
AGG_000732;Carrollton;Municipal Police
AGG_000733;Catoosa;Sheriff
AGG_000734;Fort Oglethorpe;Municipal Police
AGG_000735;Garden City;Municipal Police
AGG_000736;Savannah;Municipal Police
AGG_000737;Pooler;Municipal Police
AGG_000738;Athens-Clarke County;Municipal Police
AGG_000739;Clayton County;County Police
AGG_000740;Forest Park;Municipal Police
AGG_000741;Morrow;Municipal Police
AGG_000742;Cobb County;County Police
AGG_000743;Marietta;Municipal Police
AGG_000744;Smyrna;Municipal Police
AGG_000745;Kennesaw;Municipal Police
AGG_000746;Coffee;Sheriff
AGG_000747;Moultrie;Municipal Police
AGG_000748;Coweta;Sheriff
AGG_000749;Cordele;Municipal Police
AGG_000750;Dekalb County;County Police
AGG_000751;Chamblee;Municipal Police
AGG_000752;Doraville;Municipal Police
AGG_000753;Dodge;Sheriff
AGG_000754;Albany;Municipal Police
AGG_000755;Douglasville;Municipal Police
AGG_000756;Early;Sheriff
AGG_000757;Effingham;Sheriff
AGG_000758;Mccaysville;Municipal Police
AGG_000759;Peachtree City;Municipal Police
AGG_000760;Floyd County;County Police
AGG_000761;Rome;Municipal Police
AGG_000762;Cave Spring;Municipal Police
AGG_000763;Forsyth;Sheriff
AGG_000764;Cumming;Municipal Police
AGG_000765;Royston;Municipal Police
AGG_000766;College Park;Municipal Police
AGG_000767;East Point;Municipal Police
AGG_000768;Fairburn;Municipal Police
AGG_000769;Fulton County;County Police
AGG_000770;Metro Atlanta Rapid Transit Authority;Special Police
AGG_000771;Gilmer;Sheriff
AGG_000772;Brunswick;Municipal Police
AGG_000773;Glynn County;County Police
AGG_000774;Calhoun;Municipal Police
AGG_000775;Cairo;Municipal Police
AGG_000776;Gwinnett County;County Police
AGG_000777;Lawrenceville;Municipal Police
AGG_000778;Hall;Sheriff
AGG_000779;Locust Grove;Municipal Police
AGG_000780;Henry County;County Police
AGG_000781;Warner Robins;Municipal Police
AGG_000782;Irwin;Sheriff
AGG_000783;Jeff Davis;Sheriff
AGG_000784;Hazlehurst;Municipal Police
AGG_000785;Wrens;Municipal Police
AGG_000786;Laurens;Sheriff
AGG_000787;Dublin;Municipal Police
AGG_000788;Liberty;Sheriff
AGG_000789;Hinesville;Municipal Police
AGG_000790;Valdosta;Municipal Police
AGG_000791;Lumpkin;Sheriff
AGG_000792;Mcduffie;Sheriff
AGG_000793;Forsyth;Municipal Police
AGG_000794;Columbus;Municipal Police
AGG_000795;Newton;Sheriff
AGG_000796;Covington;Municipal Police
AGG_000797;Oglethorpe;Sheriff
AGG_000798;Paulding;Sheriff
AGG_000799;Rabun;Sheriff
AGG_000800;Augusta-Richmond;Sheriff
AGG_000801;Rockdale;Sheriff
AGG_000802;Seminole;Sheriff
AGG_000803;Griffin;Municipal Police
AGG_000804;Stephens;Sheriff
AGG_000805;Americus;Municipal Police
AGG_000806;Talbot;Sheriff
AGG_000807;Tattnall;Sheriff
AGG_000808;Taylor;Sheriff
AGG_000809;Mcrae;Municipal Police
AGG_000810;Terrell;Sheriff
AGG_000811;Thomas;Sheriff
AGG_000812;Vidalia;Municipal Police
AGG_000813;Lagrange;Municipal Police
AGG_000814;Upson;Sheriff
AGG_000815;Walton;Sheriff
AGG_000816;Monroe;Municipal Police
AGG_000817;Waycross;Municipal Police
AGG_000818;Whitfield;Sheriff
AGG_000819;Dalton;Municipal Police
AGG_000820;Wilkinson;Sheriff
AGG_000821;Atlanta;Municipal Police
AGG_000822;Hawaii;County Police
AGG_000823;Honolulu;Municipal Police
AGG_000824;Waterloo;Municipal Police
AGG_000825;Bremer;Sheriff
AGG_000826;Storm Lake;Municipal Police
AGG_000827;Butler;Sheriff
AGG_000828;Mason City;Municipal Police
AGG_000829;Chickasaw;Sheriff
AGG_000830;Clayton;Sheriff
AGG_000831;Clinton;Sheriff
AGG_000832;Burlington;Municipal Police
AGG_000833;Emmet;Sheriff
AGG_000834;Grundy Center;Municipal Police
AGG_000835;Cedar Rapids;Municipal Police
AGG_000836;Marion;Municipal Police
AGG_000837;Louisa;Sheriff
AGG_000838;Red Oak;Municipal Police
AGG_000839;Muscatine;Municipal Police
AGG_000840;Le Mars;Municipal Police
AGG_000841;Des Moines;Municipal Police
AGG_000842;Pottawattamie;Sheriff
AGG_000843;Council Bluffs;Municipal Police
AGG_000844;Carter Lake;Municipal Police
AGG_000845;Scott;Sheriff
AGG_000846;Bettendorf;Municipal Police
AGG_000847;Davenport;Municipal Police
AGG_000848;Tama;Sheriff
AGG_000849;Van Buren;Sheriff
AGG_000850;Warren;Sheriff
AGG_000851;Woodbury;Sheriff
AGG_000852;Boise;Municipal Police
AGG_000853;Meridian;Municipal Police
AGG_000854;Bannock;Sheriff
AGG_000855;Benewah;Sheriff
AGG_000856;Boise;Sheriff
AGG_000857;Idaho Falls;Municipal Police
AGG_000858;Canyon;Sheriff
AGG_000859;Caldwell;Municipal Police
AGG_000860;Nampa;Municipal Police
AGG_000861;Cassia;Sheriff
AGG_000862;Orofino;Municipal Police
AGG_000863;Preston;Municipal Police
AGG_000864;Gooding;Sheriff
AGG_000865;Idaho;Sheriff
AGG_000866;Kootenai;Sheriff
AGG_000867;Salmon;Municipal Police
AGG_000868;Minidoka;Sheriff
AGG_000869;Lewiston;Municipal Police
AGG_000870;Fruitland;Municipal Police
AGG_000871;Twin Falls;Sheriff
AGG_000872;Weiser;Municipal Police
AGG_000873;Idaho State Police;State Police
AGG_000874;Rockford;Municipal Police
AGG_000875;Chicago;Municipal Police
AGG_000876;Fort Wayne;Municipal Police
AGG_000877;Delaware;Sheriff
AGG_000878;Muncie;Municipal Police
AGG_000879;Elkhart;Sheriff
AGG_000880;Elkhart;Municipal Police
AGG_000881;Goshen;Municipal Police
AGG_000882;New Albany;Municipal Police
AGG_000883;Gas City;Municipal Police
AGG_000884;Noblesville;Municipal Police
AGG_000885;Kokomo;Municipal Police
AGG_000886;Franklin;Municipal Police
AGG_000887;Greenwood;Municipal Police
AGG_000888;Kosciusko;Sheriff
AGG_000889;East Chicago;Municipal Police
AGG_000890;Gary;Municipal Police
AGG_000891;Hammond;Municipal Police
AGG_000892;Merrillville;Municipal Police
AGG_000893;St. John;Municipal Police
AGG_000894;Michigan City;Municipal Police
AGG_000895;Anderson;Municipal Police
AGG_000896;Beech Grove;Municipal Police
AGG_000897;Lawrence;Municipal Police
AGG_000898;Speedway;Municipal Police
AGG_000899;Monroe;Sheriff
AGG_000900;Bloomington;Municipal Police
AGG_000901;Noble;Sheriff
AGG_000902;Portage;Municipal Police
AGG_000903;St. Joseph;Sheriff
AGG_000904;South Bend;Municipal Police
AGG_000905;Evansville;Municipal Police
AGG_000906;Terre Haute;Municipal Police
AGG_000907;Wabash;Municipal Police
AGG_000908;State Police: Bartholomew County;State Police
AGG_000909;State Police: Decatur County;State Police
AGG_000910;State Police: Franklin County;State Police
AGG_000911;State Police: Greene County;State Police
AGG_000912;State Police: Henry County;State Police
AGG_000913;State Police: Jackson County;State Police
AGG_000914;State Police: Jefferson County;State Police
AGG_000915;State Police: Jennings County;State Police
AGG_000916;State Police: Kosciusko County;State Police
AGG_000917;State Police: Orange County;State Police
AGG_000918;State Police: Owen County;State Police
AGG_000919;State Police: Perry County;State Police
AGG_000920;State Police: Pike County;State Police
AGG_000921;State Police: Posey County;State Police
AGG_000922;State Police: Pulaski County;State Police
AGG_000923;State Police: Scott County;State Police
AGG_000924;State Police: Washington County;State Police
AGG_000925;State Police: White County;State Police
AGG_000926;Indianapolis;Municipal Police
AGG_000927;Iola;Municipal Police
AGG_000928;Atchison;Municipal Police
AGG_000929;Cherokee;Sheriff
AGG_000930;Clay;Sheriff
AGG_000931;Baldwin City;Municipal Police
AGG_000932;Dodge City;Municipal Police
AGG_000933;Junction City;Municipal Police
AGG_000934;Olathe;Municipal Police
AGG_000935;Kiowa;Sheriff
AGG_000936;Leavenworth;Municipal Police
AGG_000937;Lansing;Municipal Police
AGG_000938;Emporia;Municipal Police
AGG_000939;Miami;Sheriff
AGG_000940;Coffeyville;Municipal Police
AGG_000941;Independence;Municipal Police
AGG_000942;Nemaha;Sheriff
AGG_000943;Osage;Sheriff
AGG_000944;Pottawatomie;Sheriff
AGG_000945;Hutchinson;Municipal Police
AGG_000946;South Hutchinson;Municipal Police
AGG_000947;Lyons;Municipal Police
AGG_000948;Salina;Municipal Police
AGG_000949;Sedgwick;Sheriff
AGG_000950;Haysville;Municipal Police
AGG_000951;Wichita;Municipal Police
AGG_000952;Topeka;Municipal Police
AGG_000953;Smith;Sheriff
AGG_000954;Stanton;Sheriff
AGG_000955;Kansas City;Municipal Police
AGG_000956;Kansas Bureau of Investigation;State Police
AGG_000957;Kansas Highway Patrol;State Police
AGG_000958;Ashland;Municipal Police
AGG_000959;Princeton;Municipal Police
AGG_000960;Campbell County;County Police
AGG_000961;Christian;Sheriff
AGG_000962;Hopkinsville;Municipal Police
AGG_000963;Oak Grove;Municipal Police
AGG_000964;Owensboro;Municipal Police
AGG_000965;Lexington;Municipal Police
AGG_000966;Frankfort;Municipal Police
AGG_000967;Fulton;Sheriff
AGG_000968;Henderson;Sheriff
AGG_000969;Shively;Municipal Police
AGG_000970;Louisville Metro;Municipal Police
AGG_000971;Nicholasville;Municipal Police
AGG_000972;Erlanger;Municipal Police
AGG_000973;Fort Mitchell;Municipal Police
AGG_000974;Letcher;Sheriff
AGG_000975;Paducah;Municipal Police
AGG_000976;Marshall;Sheriff
AGG_000977;Harrodsburg;Municipal Police
AGG_000978;Oldham County;County Police
AGG_000979;Somerset;Municipal Police
AGG_000980;Simpson;Sheriff
AGG_000981;Bowling Green;Municipal Police
AGG_000982;State Police;State Police
AGG_000983;Acadia;Sheriff
AGG_000984;Crowley;Municipal Police
AGG_000985;Ascension;Sheriff
AGG_000986;Assumption;Sheriff
AGG_000987;Bienville;Sheriff
AGG_000988;Bossier;Sheriff
AGG_000989;Bossier City;Municipal Police
AGG_000990;Caddo;Sheriff
AGG_000991;Shreveport;Municipal Police
AGG_000992;Calcasieu;Sheriff
AGG_000993;Lake Charles;Municipal Police
AGG_000994;Concordia;Sheriff
AGG_000995;De Soto;Sheriff
AGG_000996;East Baton Rouge;Sheriff
AGG_000997;Baker;Municipal Police
AGG_000998;Baton Rouge;Municipal Police
AGG_000999;Mamou;Municipal Police
AGG_001000;Plaquemine;Municipal Police
AGG_001001;St. Gabriel;Municipal Police
AGG_001002;Gretna;Municipal Police
AGG_001003;Kenner;Municipal Police
AGG_001004;Westwego;Municipal Police
AGG_001005;Jefferson Davis;Sheriff
AGG_001006;Lake Arthur;Municipal Police
AGG_001007;Lafayette;Sheriff
AGG_001008;Lafourche;Sheriff
AGG_001009;Thibodaux;Municipal Police
AGG_001010;Lincoln;Sheriff
AGG_001011;Livingston;Sheriff
AGG_001012;Denham Springs;Municipal Police
AGG_001013;Morehouse;Sheriff
AGG_001014;University of New Orleans;Special Police
AGG_001015;Plaquemines;Sheriff
AGG_001016;Pointe Coupee;Sheriff
AGG_001017;Alexandria;Municipal Police
AGG_001018;Red River;Sheriff
AGG_001019;Richland;Sheriff
AGG_001020;St. Charles;Sheriff
AGG_001021;St. James;Sheriff
AGG_001022;St. John The Baptist;Sheriff
AGG_001023;Eunice;Municipal Police
AGG_001024;St. Mary;Sheriff
AGG_001025;Morgan City;Municipal Police
AGG_001026;St. Tammany;Sheriff
AGG_001027;Slidell;Municipal Police
AGG_001028;Mandeville;Municipal Police
AGG_001029;Tangipahoa;Sheriff
AGG_001030;Ponchatoula;Municipal Police
AGG_001031;Terrebonne;Sheriff
AGG_001032;Houma;Municipal Police
AGG_001033;Vernon;Sheriff
AGG_001034;Bogalusa;Municipal Police
AGG_001035;Webster;Sheriff
AGG_001036;Minden;Municipal Police
AGG_001037;West Baton Rouge;Sheriff
AGG_001038;West Feliciana;Sheriff
AGG_001039;New Orleans;Municipal Police
AGG_001040;Barnstable;Municipal Police
AGG_001041;Bourne;Municipal Police
AGG_001042;Dennis;Municipal Police
AGG_001043;Falmouth;Municipal Police
AGG_001044;North Adams;Municipal Police
AGG_001045;Pittsfield;Municipal Police
AGG_001046;Dartmouth;Municipal Police
AGG_001047;Fairhaven;Municipal Police
AGG_001048;Fall River;Municipal Police
AGG_001049;New Bedford;Municipal Police
AGG_001050;North Attleboro;Municipal Police
AGG_001051;Swansea;Municipal Police
AGG_001052;Taunton;Municipal Police
AGG_001053;Danvers;Municipal Police
AGG_001054;Lynn;Municipal Police
AGG_001055;Peabody;Municipal Police
AGG_001056;Rowley;Municipal Police
AGG_001057;Swampscott;Municipal Police
AGG_001058;Chicopee;Municipal Police
AGG_001059;Hampden;Municipal Police
AGG_001060;Holyoke;Municipal Police
AGG_001061;Springfield;Municipal Police
AGG_001062;West Springfield;Municipal Police
AGG_001063;Westfield;Municipal Police
AGG_001064;Arlington;Municipal Police
AGG_001065;Cambridge;Municipal Police
AGG_001066;Framingham;Municipal Police
AGG_001067;Hopkinton;Municipal Police
AGG_001068;Medford;Municipal Police
AGG_001069;Newton;Municipal Police
AGG_001070;Somerville;Municipal Police
AGG_001071;Wakefield;Municipal Police
AGG_001072;Braintree;Municipal Police
AGG_001073;Brookline;Municipal Police
AGG_001074;Quincy;Municipal Police
AGG_001075;Randolph;Municipal Police
AGG_001076;Brockton;Municipal Police
AGG_001077;Carver;Municipal Police
AGG_001078;Hull;Municipal Police
AGG_001079;Wareham;Municipal Police
AGG_001080;Boston;Municipal Police
AGG_001081;Ashburnham;Municipal Police
AGG_001082;Fitchburg;Municipal Police
AGG_001083;Holden;Municipal Police
AGG_001084;Worcester;Municipal Police
AGG_001085;Cumberland;Municipal Police
AGG_001086;Annapolis;Municipal Police
AGG_001087;Anne Arundel County;County Police
AGG_001088;Department of Public Safety and Correctional Services Internal Investigation Unit;State Police
AGG_001089;Baltimore County;County Police
AGG_001090;Cecil;Sheriff
AGG_001091;Elkton;Municipal Police
AGG_001092;Charles;Sheriff
AGG_001093;Frederick;Sheriff
AGG_001094;Frederick;Municipal Police
AGG_001095;Garrett;Sheriff
AGG_001096;Harford;Sheriff
AGG_001097;Aberdeen;Municipal Police
AGG_001098;Bel Airport;Municipal Police
AGG_001099;Howard County;County Police
AGG_001100;Montgomery County;County Police
AGG_001101;Takoma Park;Municipal Police
AGG_001102;Bladensburg;Municipal Police
AGG_001103;Greenbelt;Municipal Police
AGG_001104;Mount Rainier;Municipal Police
AGG_001105;Prince George's County;County Police
AGG_001106;Seat Pleasant;Municipal Police
AGG_001107;National Capital Park Police: Prince George's County;Special Police
AGG_001108;St. Mary's;Sheriff
AGG_001109;Hagerstown;Municipal Police
AGG_001110;Wicomico;Sheriff
AGG_001111;Salisbury;Municipal Police
AGG_001112;Pocomoke City;Municipal Police
AGG_001113;State Police: Baltimore County;State Police
AGG_001114;State Police: Calvert County;State Police
AGG_001115;State Police: Cecil County;State Police
AGG_001116;State Police: Dorchester County;State Police
AGG_001117;State Police: Frederick County;State Police
AGG_001118;State Police: Garrett County;State Police
AGG_001119;State Police: Harford County;State Police
AGG_001120;State Police: Howard County;State Police
AGG_001121;State Police: St. Mary's County;State Police
AGG_001122;State Police: Somerset County;State Police
AGG_001123;State Police: Wicomico County;State Police
AGG_001124;Baltimore;Municipal Police
AGG_001125;Portland;Municipal Police
AGG_001126;South Portland;Municipal Police
AGG_001127;Westbrook;Municipal Police
AGG_001128;Southwest Harbor;Municipal Police
AGG_001129;Kennebec;Sheriff
AGG_001130;Paris;Municipal Police
AGG_001131;State Police: Oxford County;State Police
AGG_001132;Bangor;Municipal Police
AGG_001133;State Police: Penobscot County;State Police
AGG_001134;Milo;Municipal Police
AGG_001135;Searsport;Municipal Police
AGG_001136;Alcona;Sheriff
AGG_001137;Alger;Sheriff
AGG_001138;Alpena;Municipal Police
AGG_001139;Antrim;Sheriff
AGG_001140;State Police: Bay County;State Police
AGG_001141;Bay;Sheriff
AGG_001142;Benzie;Sheriff
AGG_001143;State Police: Berrien County;State Police
AGG_001144;Benton Harbor;Municipal Police
AGG_001145;Benton Township;Municipal Police
AGG_001146;Chikaming Township;Municipal Police
AGG_001147;St. Joseph Township;Municipal Police
AGG_001148;State Police: Branch County;State Police
AGG_001149;State Police: Calhoun County;State Police
AGG_001150;Battle Creek;Municipal Police
AGG_001151;Cass;Sheriff
AGG_001152;Charlevoix;Sheriff
AGG_001153;State Police: Genesee County;State Police
AGG_001154;Genesee;Sheriff
AGG_001155;Flint;Municipal Police
AGG_001156;Flint Township;Municipal Police
AGG_001157;Flushing Township;Municipal Police
AGG_001158;Genesee Township;Municipal Police
AGG_001159;Mundy Township;Municipal Police
AGG_001160;Swartz Creek;Municipal Police
AGG_001161;Burton;Municipal Police
AGG_001162;Mount Morris Township;Municipal Police
AGG_001163;Grand Blanc Township;Municipal Police
AGG_001164;Gratiot;Sheriff
AGG_001165;Hillsdale;Sheriff
AGG_001166;Huron;Sheriff
AGG_001167;Ingham;Sheriff
AGG_001168;Meridian Township;Municipal Police
AGG_001169;State Police: Ionia County;State Police
AGG_001170;Jackson;Municipal Police
AGG_001171;State Police: Kalamazoo County;State Police
AGG_001172;Kalamazoo;Municipal Police
AGG_001173;Grand Rapids;Municipal Police
AGG_001174;Kentwood;Municipal Police
AGG_001175;Lapeer;Sheriff
AGG_001176;Lapeer;Municipal Police
AGG_001177;Adrian;Municipal Police
AGG_001178;State Police: Macomb County;State Police
AGG_001179;New Baltimore;Municipal Police
AGG_001180;St. Clair Shores;Municipal Police
AGG_001181;Shelby Township;Municipal Police
AGG_001182;Sterling Heights;Municipal Police
AGG_001183;Clinton Township;Municipal Police
AGG_001184;Chesterfield Township;Municipal Police
AGG_001185;State Police: Manistee County;State Police
AGG_001186;State Police: Marquette County;State Police
AGG_001187;Mason;Sheriff
AGG_001188;State Police: Montcalm County;State Police
AGG_001189;Montcalm;Sheriff
AGG_001190;Muskegon;Municipal Police
AGG_001191;Muskegon Heights;Municipal Police
AGG_001192;Muskegon Township;Municipal Police
AGG_001193;State Police: Newaygo County;State Police
AGG_001194;Newaygo;Sheriff
AGG_001195;Oakland;Sheriff
AGG_001196;Bloomfield Township;Municipal Police
AGG_001197;Pontiac;Municipal Police
AGG_001198;South Lyon;Municipal Police
AGG_001199;Southfield;Municipal Police
AGG_001200;Troy;Municipal Police
AGG_001201;Waterford Township;Municipal Police
AGG_001202;West Bloomfield Township;Municipal Police
AGG_001203;Osceola;Sheriff
AGG_001204;Holland;Municipal Police
AGG_001205;Roscommon;Sheriff
AGG_001206;Saginaw;Sheriff
AGG_001207;Saginaw;Municipal Police
AGG_001208;Buena Vista Township;Municipal Police
AGG_001209;State Police: St. Clair County;State Police
AGG_001210;Port Huron;Municipal Police
AGG_001211;Shiawassee;Sheriff
AGG_001212;State Police: Van Buren County;State Police
AGG_001213;State Police: Washtenaw County;State Police
AGG_001214;Washtenaw;Sheriff
AGG_001215;Eastern Michigan University;Special Police
AGG_001216;Ypsilanti;Municipal Police
AGG_001217;State Police: Wayne County;State Police
AGG_001218;Wayne;Sheriff
AGG_001219;Dearborn;Municipal Police
AGG_001220;Dearborn Heights;Municipal Police
AGG_001221;Detroit;Municipal Police
AGG_001222;Gibraltar;Municipal Police
AGG_001223;Hamtramck;Municipal Police
AGG_001224;Harper Woods;Municipal Police
AGG_001225;Inkster;Municipal Police
AGG_001226;Lincoln Park;Municipal Police
